2026-07-14 09:05:53 | INFO     | __main__:main:142 | ============================================================
2026-07-14 09:05:53 | INFO     | __main__:main:143 | 🎯 실시간 영상 처리 및 위험구역 감지 시스템 시작
2026-07-14 09:05:53 | INFO     | __main__:main:144 | ============================================================
2026-07-14 09:05:53 | INFO     | __main__:main:145 | 영상 소스: sample.mp4
2026-07-14 09:05:53 | INFO     | __main__:main:146 | YOLO 모델: yolo11n.pt
2026-07-14 09:05:53 | INFO     | __main__:main:147 | 카메라 ID: cam-001
2026-07-14 09:05:53 | INFO     | __main__:main:148 | 디스플레이: ON
2026-07-14 09:05:53 | INFO     | processing.video_source:create_video_source:353 | 파일 소스 생성: sample.mp4
2026-07-14 09:05:53 | INFO     | processing.video_source:open:89 | 영상 파일 열림: sample.mp4 (640x480, 30.0fps, 64프레임)
2026-07-14 09:05:53 | INFO     | core.detector:__init__:56 | YOLO 모델 로딩: yolo11n.pt (디바이스: cpu)
2026-07-14 09:05:53 | INFO     | core.detector:__init__:59 | PersonDetector 초기화 완료 (confidence=0.3, iou=0.45, img_size=640)
2026-07-14 09:05:53 | INFO     | core.tracker:__init__:51 | PersonTracker 초기화 완료 (track_thresh=0.25, buffer=30, match_thresh=0.8)
2026-07-14 09:05:53 | INFO     | core.zone_manager:__init__:63 | DangerZoneManager 초기화 완료 (카메라: cam-001, 폴링 간격: 30초)
2026-07-14 09:05:53 | INFO     | processing.intrusion_detector:__init__:121 | IntrusionDetector 초기화 완료 (하이브리드) (쿨다운: 10.0초, 방식: point, overlap_ratio: 0.2, pose_conf: 0.4)
2026-07-14 09:05:53 | INFO     | communication.event_sender:__init__:69 | EventSender 초기화 완료 (WS: ws://localhost:8000/ws/events, 스냅샷: True)
2026-07-14 09:05:53 | INFO     | communication.event_sender:start:207 | 이벤트 전송기 시작됨
2026-07-14 09:05:53 | INFO     | core.mediapipe_detector:__init__:40 | MediaPipe Detector (solutions.pose/hands) 초기화 완료 (하이브리드)
2026-07-14 09:05:53 | INFO     | processing.frame_processor:__init__:62 | FrameProcessor 초기화 완료 (MediaPipe 하이브리드 연동)
2026-07-14 09:05:53 | INFO     | __main__:main:266 | 🚀 메인 루프 시작 (종료: 'q' 키 또는 Ctrl+C)
2026-07-14 09:05:53 | DEBUG    | communication.event_sender:_maintain_connection:266 | 웹소켓 연결 시도 중... (ws://localhost:8000/ws/events)
2026-07-14 09:05:53 | WARNING  | communication.event_sender:_maintain_connection:279 | ⚠️ 백엔드 웹소켓 연결 실패. 3초 후 재시도... (Multiple exceptions: [Errno 61] Connect call failed ('127.0.0.1', 8000), [Errno 61] Connect call failed ('::1', 8000, 0, 0))
2026-07-14 09:05:55 | ERROR    | processing.intrusion_detector:check_intrusions:221 | 🚨 [비상정지!!] 작업자#1 비상정지 감지!
2026-07-14 09:05:55 | INFO     | communication.event_sender:_save_snapshot:193 | 스냅샷 저장: snapshots/fall_down_cam-001_worker1_global_20260714_090555.jpg
2026-07-14 09:05:55 | INFO     | communication.event_sender:_main_async_loop:240 | [LOCAL] 이벤트: entered 작업자#1 → 전체 영역 (fall_down)
2026-07-14 09:05:56 | DEBUG    | communication.event_sender:_maintain_connection:266 | 웹소켓 연결 시도 중... (ws://localhost:8000/ws/events)
2026-07-14 09:05:56 | WARNING  | communication.event_sender:_maintain_connection:279 | ⚠️ 백엔드 웹소켓 연결 실패. 3초 후 재시도... (Multiple exceptions: [Errno 61] Connect call failed ('127.0.0.1', 8000), [Errno 61] Connect call failed ('::1', 8000, 0, 0))
2026-07-14 09:05:59 | DEBUG    | communication.event_sender:_maintain_connection:266 | 웹소켓 연결 시도 중... (ws://localhost:8000/ws/events)
2026-07-14 09:05:59 | WARNING  | communication.event_sender:_maintain_connection:279 | ⚠️ 백엔드 웹소켓 연결 실패. 3초 후 재시도... (Multiple exceptions: [Errno 61] Connect call failed ('127.0.0.1', 8000), [Errno 61] Connect call failed ('::1', 8000, 0, 0))
2026-07-14 09:06:02 | WARNING  | processing.intrusion_detector:check_intrusions:167 | ⚠️ [제스처 X 감지] 작업자#2 양팔 교차 감지
2026-07-14 09:06:02 | INFO     | communication.event_sender:_save_snapshot:193 | 스냅샷 저장: snapshots/gesture_x_cam-001_worker2_global_20260714_090602.jpg
2026-07-14 09:06:02 | INFO     | communication.event_sender:_main_async_loop:240 | [LOCAL] 이벤트: entered 작업자#2 → 전체 영역 (gesture_x)
2026-07-14 09:06:02 | DEBUG    | communication.event_sender:_maintain_connection:266 | 웹소켓 연결 시도 중... (ws://localhost:8000/ws/events)
2026-07-14 09:06:02 | WARNING  | communication.event_sender:_maintain_connection:279 | ⚠️ 백엔드 웹소켓 연결 실패. 3초 후 재시도... (Multiple exceptions: [Errno 61] Connect call failed ('127.0.0.1', 8000), [Errno 61] Connect call failed ('::1', 8000, 0, 0))
2026-07-14 09:06:04 | INFO     | processing.intrusion_detector:check_intrusions:181 | ✅ [제스처 X 해제] 작업자#2 양팔 교차 해제
2026-07-14 09:06:04 | INFO     | communication.event_sender:_main_async_loop:240 | [LOCAL] 이벤트: exited 작업자#2 → 전체 영역 (gesture_x)
2026-07-14 09:06:05 | DEBUG    | communication.event_sender:_maintain_connection:266 | 웹소켓 연결 시도 중... (ws://localhost:8000/ws/events)
2026-07-14 09:06:05 | WARNING  | communication.event_sender:_maintain_connection:279 | ⚠️ 백엔드 웹소켓 연결 실패. 3초 후 재시도... (Multiple exceptions: [Errno 61] Connect call failed ('127.0.0.1', 8000), [Errno 61] Connect call failed ('::1', 8000, 0, 0))
2026-07-14 09:06:08 | DEBUG    | communication.event_sender:_maintain_connection:266 | 웹소켓 연결 시도 중... (ws://localhost:8000/ws/events)
2026-07-14 09:06:08 | WARNING  | communication.event_sender:_maintain_connection:279 | ⚠️ 백엔드 웹소켓 연결 실패. 3초 후 재시도... (Multiple exceptions: [Errno 61] Connect call failed ('127.0.0.1', 8000), [Errno 61] Connect call failed ('::1', 8000, 0, 0))
2026-07-14 09:06:11 | DEBUG    | communication.event_sender:_maintain_connection:266 | 웹소켓 연결 시도 중... (ws://localhost:8000/ws/events)
